EcoTypeID,VegID,treeSpecfrac,EcoTypeDescription,Domain,,,,
3372,Celtis laevigata,0.004369061,,US_LANDFIRE,,,,
3372,Celtis occidentalis,0.002475636,,US_LANDFIRE,,,,
3372,Cercis canadensis,0.002359525,,US_LANDFIRE,,,,
3372,Cornus florida,0.009655393,,US_LANDFIRE,,,,
3372,Crataegus,0.001966409,,US_LANDFIRE,,,,
3372,Diospyros virginiana,0.005206713,,US_LANDFIRE,,,,
3372,Fagus grandifolia,0.001944846,,US_LANDFIRE,,,,
3372,Fraxinus americana,0.003537215,,US_LANDFIRE,,,,
3372,Fraxinus pennsylvanica,0.018913524,,US_LANDFIRE,,,,
3372,Gleditsia triacanthos,0.000479369,,US_LANDFIRE,,,,
3372,Juglans nigra,0.000496786,,US_LANDFIRE,,,,
3372,Juniperus virginiana,0.04258176,,US_LANDFIRE,,,,
3372,Liquidambar styraciflua,0.100757121,,US_LANDFIRE,,,,
3372,Liriodendron tulipifera,0.016353294,,US_LANDFIRE,,,,
3372,Maclura pomifera,0.005579925,,US_LANDFIRE,,,,
3372,Magnolia virginiana,0.001766534,,US_LANDFIRE,,,,
3372,Morus rubra,0.001072361,,US_LANDFIRE,,,,
3372,Nyssa sylvatica,0.020501745,,US_LANDFIRE,,,,
3372,Ostrya virginiana,0.00324528,,US_LANDFIRE,,,,
3372,Oxydendrum arboreum,0.001467965,,US_LANDFIRE,,,,
3372,Pinus echinata,0.100434501,,US_LANDFIRE,,,,
3372,Pinus taeda,0.330302027,,US_LANDFIRE,,,,
3372,Platanus occidentalis,0.003980921,,US_LANDFIRE,,,,
3372,Populus,0.000558988,,US_LANDFIRE,,,,
3372,Prunus serotina,0.005351022,,US_LANDFIRE,,,,
3372,Quercus alba,0.039348091,,US_LANDFIRE,,,,
3372,Quercus coccinea,0.002983203,,US_LANDFIRE,,,,
3372,Quercus falcata,0.044080411,,US_LANDFIRE,,,,
3372,Quercus falcata,0.013743302,,US_LANDFIRE,,,,
3372,Quercus laurifolia,0.002894462,,US_LANDFIRE,,,,
3372,Quercus lyrata,0.001492846,,US_LANDFIRE,,,,
3372,Quercus marilandica,0.002453243,,US_LANDFIRE,,,,
3372,Quercus michauxii,0.003596928,,US_LANDFIRE,,,,
3372,Quercus muehlenbergii,0.000849263,,US_LANDFIRE,,,,
3372,Quercus nigra,0.031191349,,US_LANDFIRE,,,,
3372,Quercus phellos,0.006454898,,US_LANDFIRE,,,,
3372,Quercus prinus,0.000442878,,US_LANDFIRE,,,,
3372,Quercus rubra,0.003953553,,US_LANDFIRE,,,,
3372,Quercus shumardii,0.006735221,,US_LANDFIRE,,,,
3372,Quercus stellata,0.032319277,,US_LANDFIRE,,,,
3372,Quercus velutina,0.013809651,,US_LANDFIRE,,,,
3372,Robinia pseudoacacia,0.00098279,,US_LANDFIRE,,,,
3372,Salix,0.001502798,,US_LANDFIRE,,,,
3372,Sassafras albidum,0.001049139,,US_LANDFIRE,,,,
3372,Tilia americana,0.000346672,,US_LANDFIRE,,,,
3372,Ulmus alata,0.018378587,,US_LANDFIRE,,,,
3372,Ulmus americana,0.0021978,,US_LANDFIRE,,,,
3372,Ulmus rubra,0.002812355,,US_LANDFIRE,,,,
3372,UNKNOWN Tree,0.001749947,,US_LANDFIRE,,,,
3372,UNKNOWN Umbellularia/Vaccinium,0.000212316,,US_LANDFIRE,,,,
3373,Abies balsamea,0.177248478,,US_LANDFIRE,,,,
3373,Acer pensylvanicum,0.006205254,,US_LANDFIRE,,,,
3373,Acer rubrum,0.109447873,,US_LANDFIRE,,,,
3373,Acer saccharinum,4.99E-05,,US_LANDFIRE,,,,
3373,Acer saccharum,0.044917229,,US_LANDFIRE,,,,
3373,Acer spicatum,0.002111592,,US_LANDFIRE,,,,
3373,Aesculus glabra,2.08E-05,,US_LANDFIRE,,,,
3373,Ailanthus altissima,2.21E-05,,US_LANDFIRE,,,,
3373,Alnus glutinosa,0.000925684,,US_LANDFIRE,,,,
3373,Betula,2.02E-05,,US_LANDFIRE,,,,
3373,Betula alleghaniensis,0.040316995,,US_LANDFIRE,,,,
3373,Betula lenta,3.08E-05,,US_LANDFIRE,,,,
3373,Betula nigra,1.26E-05,,US_LANDFIRE,,,,
3373,Betula papyrifera,0.051381847,,US_LANDFIRE,,,,
3373,Betula populifolia,0.003874209,,US_LANDFIRE,,,,
3373,Carpinus caroliniana,0.000377051,,US_LANDFIRE,,,,
3373,Carya cordiformis,0.00033273,,US_LANDFIRE,,,,
3373,Crataegus,1.41E-05,,US_LANDFIRE,,,,
3373,Fagus grandifolia,0.028685653,,US_LANDFIRE,,,,
3373,Fraxinus,3.02E-05,,US_LANDFIRE,,,,
3373,Fraxinus americana,0.007911503,,US_LANDFIRE,,,,
3373,Fraxinus nigra,0.007815331,,US_LANDFIRE,,,,
3373,Fraxinus pennsylvanica,0.000666751,,US_LANDFIRE,,,,
3373,Juglans cinerea,9.91E-05,,US_LANDFIRE,,,,
3373,Larix laricina,0.010123677,,US_LANDFIRE,,,,
3373,Malus,0.000505818,,US_LANDFIRE,,,,
3373,Ostrya virginiana,0.001470767,,US_LANDFIRE,,,,
3373,Picea glauca,0.024678481,,US_LANDFIRE,,,,
3373,Picea mariana,0.021220801,,US_LANDFIRE,,,,
3373,Picea rubens,0.185244104,,US_LANDFIRE,,,,
3373,Pinus banksiana,0.000302394,,US_LANDFIRE,,,,
3373,Pinus resinosa,0.007155465,,US_LANDFIRE,,,,
3373,Pinus rigida,0.002256173,,US_LANDFIRE,,,,
3373,Pinus strobus,0.042348014,,US_LANDFIRE,,,,
3373,Populus balsamifera,0.005721489,,US_LANDFIRE,,,,
3373,Populus grandidentata,0.004866697,,US_LANDFIRE,,,,
3373,Populus tremuloides,0.029632637,,US_LANDFIRE,,,,
3373,Prunus,2.22E-05,,US_LANDFIRE,,,,
3373,Prunus pensylvanica,0.003457571,,US_LANDFIRE,,,,
3373,Prunus serotina,0.005833367,,US_LANDFIRE,,,,
3373,Prunus virginiana,0.000331762,,US_LANDFIRE,,,,
3373,Quercus palustris,7.96E-06,,US_LANDFIRE,,,,
3373,Quercus rubra,0.004219525,,US_LANDFIRE,,,,
3373,Salix,0.000838118,,US_LANDFIRE,,,,
3373,Sorbus americana,0.00034424,,US_LANDFIRE,,,,
3373,Thuja occidentalis,0.126792314,,US_LANDFIRE,,,,
3373,Tilia americana,0.000708167,,US_LANDFIRE,,,,
3373,Tsuga canadensis,0.038212181,,US_LANDFIRE,,,,
3373,Ulmus,0.000199659,,US_LANDFIRE,,,,
3373,Ulmus americana,0.00060554,,US_LANDFIRE,,,,
3373,Ulmus rubra,7.19E-05,,US_LANDFIRE,,,,
3373,Unknown ,0.000210632,,US_LANDFIRE,,,,
3373,UNKNOWN Tree,0.000100368,,US_LANDFIRE,,,,
3374,Abies balsamea,0.213522269,,US_LANDFIRE,,,,
3374,Acer pensylvanicum,0.01181805,,US_LANDFIRE,,,,
3374,Acer rubrum,0.090086359,,US_LANDFIRE,,,,
3374,Acer saccharum,0.120942652,,US_LANDFIRE,,,,
3374,Acer spicatum,0.003704222,,US_LANDFIRE,,,,
3374,Aesculus glabra,4.28E-05,,US_LANDFIRE,,,,
3374,Alnus glutinosa,0.000119354,,US_LANDFIRE,,,,
3374,Betula alleghaniensis,0.121246203,,US_LANDFIRE,,,,
3374,Betula lenta,2.47E-05,,US_LANDFIRE,,,,
3374,Betula papyrifera,0.143277206,,US_LANDFIRE,,,,
3374,Betula populifolia,0.000767187,,US_LANDFIRE,,,,
3374,Carpinus caroliniana,0.00011753,,US_LANDFIRE,,,,
3374,Fagus grandifolia,0.040382507,,US_LANDFIRE,,,,
3374,Fraxinus americana,0.007314826,,US_LANDFIRE,,,,
3374,Fraxinus nigra,0.000787654,,US_LANDFIRE,,,,
3374,Fraxinus pennsylvanica,5.96E-05,,US_LANDFIRE,,,,
3374,Larix laricina,0.000342661,,US_LANDFIRE,,,,
3374,Malus,0.000163529,,US_LANDFIRE,,,,
3374,Ostrya virginiana,0.0010908,,US_LANDFIRE,,,,
3374,Picea glauca,0.010126833,,US_LANDFIRE,,,,
3374,Picea mariana,0.010182356,,US_LANDFIRE,,,,
3374,Picea rubens,0.131386004,,US_LANDFIRE,,,,
3374,Pinus resinosa,0.000117733,,US_LANDFIRE,,,,
3374,Pinus strobus,0.008079176,,US_LANDFIRE,,,,
3374,Populus balsamifera,0.001514314,,US_LANDFIRE,,,,
3374,Populus grandidentata,0.002393155,,US_LANDFIRE,,,,
3374,Populus tremuloides,0.014412423,,US_LANDFIRE,,,,
3374,Prunus pensylvanica,0.007770559,,US_LANDFIRE,,,,
3374,Prunus serotina,0.003284964,,US_LANDFIRE,,,,
3374,Quercus rubra,0.004187109,,US_LANDFIRE,,,,
3374,Salix,6.73E-05,,US_LANDFIRE,,,,
3374,Salix nigra,0.000160692,,US_LANDFIRE,,,,
3374,Sorbus americana,0.009930072,,US_LANDFIRE,,,,
3374,Sorbus aucuparia,7.62E-05,,US_LANDFIRE,,,,
3374,Thuja occidentalis,0.021467062,,US_LANDFIRE,,,,
3374,Tilia americana,0.00098097,,US_LANDFIRE,,,,
3374,Tsuga canadensis,0.017576615,,US_LANDFIRE,,,,
3374,Ulmus americana,1.88E-05,,US_LANDFIRE,,,,
3374,Unknown ,0.000457557,,US_LANDFIRE,,,,
3375,Acer rubrum,0.0720569,,US_LANDFIRE,,,,
3375,Acer saccharum,0.012345308,,US_LANDFIRE,,,,
3375,Betula,0.017773634,,US_LANDFIRE,,,,
3375,Carya,0.01993895,,US_LANDFIRE,,,,
3375,Cercis canadensis,0.006285431,,US_LANDFIRE,,,,
3375,Cornus florida,0.046103183,,US_LANDFIRE,,,,
3375,Liriodendron tulipifera,0.119017187,,US_LANDFIRE,,,,
3375,Nyssa sylvatica,0.020781017,,US_LANDFIRE,,,,
3375,Oxydendrum arboreum,0.053486309,,US_LANDFIRE,,,,
3375,Pinus echinata,0.072147121,,US_LANDFIRE,,,,
3375,Pinus strobus,0.030028721,,US_LANDFIRE,,,,
3375,Pinus virginiana,0.123272634,,US_LANDFIRE,,,,
3375,Quercus coccinea,0.01004466,,US_LANDFIRE,,,,
3375,Quercus falcata,0.156293701,,US_LANDFIRE,,,,
3375,Quercus prinus,0.0537269,,US_LANDFIRE,,,,
3375,Quercus rubra,0.035366826,,US_LANDFIRE,,,,
3375,Quercus stellata,0.017788671,,US_LANDFIRE,,,,
3375,Quercus velutina,0.079740764,,US_LANDFIRE,,,,
3375,Robinia pseudoacacia,0.053802084,,US_LANDFIRE,,,,
3376,Acer negundo,0.002910941,,US_LANDFIRE,,,,
3376,Acer rubrum,0.019629715,,US_LANDFIRE,,,,
3376,Acer saccharinum,0.000270509,,US_LANDFIRE,,,,
3376,Acer saccharum,0.01182938,,US_LANDFIRE,,,,
3376,Aesculus californica,0.000146471,,US_LANDFIRE,,,,
3376,Aesculus flava,0.000820324,,US_LANDFIRE,,,,
3376,Aesculus glabra,0.000532221,,US_LANDFIRE,,,,
3376,Ailanthus altissima,0.000259073,,US_LANDFIRE,,,,
3376,Alnus glutinosa,0.000522104,,US_LANDFIRE,,,,
3376,Asimina triloba,7.48E-06,,US_LANDFIRE,,,,
3376,Betula lenta,0.000519465,,US_LANDFIRE,,,,
3376,Betula nigra,4.18E-05,,US_LANDFIRE,,,,
3376,Carpinus caroliniana,0.00237696,,US_LANDFIRE,,,,
3376,Carya,0.086587064,,US_LANDFIRE,,,,
3376,Celtis,0.001879927,,US_LANDFIRE,,,,
3376,Celtis laevigata,0.000546296,,US_LANDFIRE,,,,
3376,Cercis canadensis,0.000494394,,US_LANDFIRE,,,,
3376,Cornus florida,0.030716624,,US_LANDFIRE,,,,
3376,Crataegus,0.000461405,,US_LANDFIRE,,,,
3376,Diospyros virginiana,0.006789995,,US_LANDFIRE,,,,
3376,Fagus grandifolia,0.010525658,,US_LANDFIRE,,,,
3376,Fraxinus,0.003756776,,US_LANDFIRE,,,,
3376,Fraxinus americana,0.014468931,,US_LANDFIRE,,,,
3376,Fraxinus pennsylvanica,0.002750395,,US_LANDFIRE,,,,
3376,Gleditsia triacanthos,0.000260392,,US_LANDFIRE,,,,
3376,Juglans nigra,0.003017385,,US_LANDFIRE,,,,
3376,Juniperus virginiana,0.012973875,,US_LANDFIRE,,,,
3376,Liquidambar styraciflua,0.03931529,,US_LANDFIRE,,,,
3376,Liriodendron tulipifera,0.047542282,,US_LANDFIRE,,,,
3376,Magnolia acuminata,0.002358486,,US_LANDFIRE,,,,
3376,Morus rubra,0.000514187,,US_LANDFIRE,,,,
3376,Nyssa sylvatica,0.014298269,,US_LANDFIRE,,,,
3376,Ostrya virginiana,0.003309446,,US_LANDFIRE,,,,
3376,Oxydendrum arboreum,0.019753313,,US_LANDFIRE,,,,
3376,Paulownia tomentosa,0.000519905,,US_LANDFIRE,,,,
3376,Pinus echinata,0.046800252,,US_LANDFIRE,,,,
3376,Pinus palustris,0.003131306,,US_LANDFIRE,,,,
3376,Pinus strobus,0.00109919,,US_LANDFIRE,,,,
3376,Pinus taeda,0.199792651,,US_LANDFIRE,,,,
3376,Pinus virginiana,0.090796888,,US_LANDFIRE,,,,
3376,Platanus occidentalis,0.004501006,,US_LANDFIRE,,,,
3376,Prunus serotina,0.017334127,,US_LANDFIRE,,,,
3376,Quercus alba,0.04442725,,US_LANDFIRE,,,,
3376,Quercus coccinea,0.017839078,,US_LANDFIRE,,,,
3376,Quercus falcata,0.026110934,,US_LANDFIRE,,,,
3376,Quercus falcata,0.005940641,,US_LANDFIRE,,,,
3376,Quercus marilandica,0.004842331,,US_LANDFIRE,,,,
3376,Quercus michauxii,0.000518146,,US_LANDFIRE,,,,
3376,Quercus muehlenbergii,0.010365112,,US_LANDFIRE,,,,
3376,Quercus nigra,0.008780765,,US_LANDFIRE,,,,
3376,Quercus palustris,0.000254234,,US_LANDFIRE,,,,
3376,Quercus phellos,0.002133282,,US_LANDFIRE,,,,
3376,Quercus prinus,0.068119438,,US_LANDFIRE,,,,
3376,Quercus rubra,0.021853167,,US_LANDFIRE,,,,
3376,Quercus shumardii,0.002163632,,US_LANDFIRE,,,,
3376,Quercus stellata,0.021055275,,US_LANDFIRE,,,,
3376,Quercus velutina,0.033213664,,US_LANDFIRE,,,,
3376,Robinia pseudoacacia,0.002231809,,US_LANDFIRE,,,,
3376,Salix,0.000784696,,US_LANDFIRE,,,,
3376,Sassafras albidum,0.003511778,,US_LANDFIRE,,,,
3376,Tilia americana,0.002856399,,US_LANDFIRE,,,,
3376,Tsuga canadensis,0.000781617,,US_LANDFIRE,,,,
3376,Ulmus,0.003361789,,US_LANDFIRE,,,,
3376,Ulmus alata,0.005737429,,US_LANDFIRE,,,,
3376,Ulmus americana,0.002180346,,US_LANDFIRE,,,,
3376,Ulmus rubra,0.003426007,,US_LANDFIRE,,,,
3376,UNKNOWN Tree,0.001205634,,US_LANDFIRE,,,,
3376,UNKNOWN Umbellularia/Vaccinium,0.000143392,,US_LANDFIRE,,,,
3377,Abies balsamea,0.020933698,,US_LANDFIRE,,,,
3377,Acer pensylvanicum,0.003723018,,US_LANDFIRE,,,,
3377,Acer rubrum,0.151750761,,US_LANDFIRE,,,,
3377,Acer saccharum,0.06688979,,US_LANDFIRE,,,,
3377,Acer spicatum,0.000249084,,US_LANDFIRE,,,,
3377,Alnus glutinosa,0.004051598,,US_LANDFIRE,,,,
3377,Betula alleghaniensis,0.018482601,,US_LANDFIRE,,,,
3377,Betula lenta,0.004926043,,US_LANDFIRE,,,,
3377,Betula papyrifera,0.017642603,,US_LANDFIRE,,,,
3377,Betula populifolia,0.011770568,,US_LANDFIRE,,,,
3377,Carpinus caroliniana,0.000373627,,US_LANDFIRE,,,,
3377,Carya,0.003609075,,US_LANDFIRE,,,,
3377,Carya glabra,0.010265461,,US_LANDFIRE,,,,
3377,Carya ovata,0.003542829,,US_LANDFIRE,,,,
3377,Crataegus,0.002146366,,US_LANDFIRE,,,,
3377,Fagus grandifolia,0.037860845,,US_LANDFIRE,,,,
3377,Fraxinus,0.000267633,,US_LANDFIRE,,,,
3377,Fraxinus americana,0.044970352,,US_LANDFIRE,,,,
3377,Larix laricina,0.04307572,,US_LANDFIRE,,,,
3377,Liriodendron tulipifera,0.028022007,,US_LANDFIRE,,,,
3377,Malus,1.32E-05,,US_LANDFIRE,,,,
3377,Nyssa sylvatica,0.015392893,,US_LANDFIRE,,,,
3377,Ostrya virginiana,0.00755733,,US_LANDFIRE,,,,
3377,Picea glauca,7.95E-06,,US_LANDFIRE,,,,
3377,Picea rubens,0.015517435,,US_LANDFIRE,,,,
3377,Pinus resinosa,0.004629262,,US_LANDFIRE,,,,
3377,Pinus rigida,0.003818412,,US_LANDFIRE,,,,
3377,Pinus strobus,0.131789553,,US_LANDFIRE,,,,
3377,Populus deltoides,0.000882395,,US_LANDFIRE,,,,
3377,Populus grandidentata,0.007170454,,US_LANDFIRE,,,,
3377,Populus tremuloides,0.006213864,,US_LANDFIRE,,,,
3377,Prunus pensylvanica,0.001674696,,US_LANDFIRE,,,,
3377,Prunus serotina,0.01784664,,US_LANDFIRE,,,,
3377,Prunus virginiana,0.004669009,,US_LANDFIRE,,,,
3377,Quercus alba,0.008545719,,US_LANDFIRE,,,,
3377,Quercus coccinea,0.00337589,,US_LANDFIRE,,,,
3377,Quercus ilicifolia,0.00240605,,US_LANDFIRE,,,,
3377,Quercus prinus,0.034477005,,US_LANDFIRE,,,,
3377,Quercus rubra,0.089506133,,US_LANDFIRE,,,,
3377,Quercus velutina,0.012923246,,US_LANDFIRE,,,,
3377,Robinia pseudoacacia,0.009406915,,US_LANDFIRE,,,,
3377,Salix nigra,1.32E-05,,US_LANDFIRE,,,,
3377,Sassafras albidum,0.019950609,,US_LANDFIRE,,,,
3377,Tilia americana,0.005612351,,US_LANDFIRE,,,,
3377,Tsuga canadensis,0.099323772,,US_LANDFIRE,,,,
3377,Ulmus,0.003121506,,US_LANDFIRE,,,,
3377,Ulmus americana,0.017610805,,US_LANDFIRE,,,,
3377,Ulmus rubra,0.001579302,,US_LANDFIRE,,,,
3377,Unknown ,0.000410724,,US_LANDFIRE,,,,
3378,Acer negundo,0.000404999,,US_LANDFIRE,,,,
3378,Acer rubrum,0.013183792,,US_LANDFIRE,,,,
3378,Carpinus caroliniana,0.001016051,,US_LANDFIRE,,,,
3378,Carya,0.018775623,,US_LANDFIRE,,,,
3378,Carya texana,0.011034453,,US_LANDFIRE,,,,
3378,Carya tomentosa,0.010259981,,US_LANDFIRE,,,,
3378,Celtis laevigata,0.014487605,,US_LANDFIRE,,,,
3378,Celtis occidentalis,0.002096049,,US_LANDFIRE,,,,
3378,Cornus florida,0.023248378,,US_LANDFIRE,,,,
3378,Diospyros virginiana,0.000404999,,US_LANDFIRE,,,,
3378,Fraxinus americana,0.009680903,,US_LANDFIRE,,,,
3378,Fraxinus pennsylvanica,0.000909472,,US_LANDFIRE,,,,
3378,Liquidambar styraciflua,0.110870322,,US_LANDFIRE,,,,
3378,Morus rubra,0.00213868,,US_LANDFIRE,,,,
3378,Nyssa sylvatica,0.001996575,,US_LANDFIRE,,,,
3378,Ostrya virginiana,0.007325513,,US_LANDFIRE,,,,
3378,Pinus echinata,0.171584684,,US_LANDFIRE,,,,
3378,Pinus taeda,0.233254702,,US_LANDFIRE,,,,
3378,Platanus occidentalis,0.001236314,,US_LANDFIRE,,,,
3378,Prunus serotina,0.000404999,,US_LANDFIRE,,,,
3378,Quercus alba,0.002135128,,US_LANDFIRE,,,,
3378,Quercus falcata,0.038695192,,US_LANDFIRE,,,,
3378,Quercus falcata,0.00646933,,US_LANDFIRE,,,,
3378,Quercus marilandica,0.019304964,,US_LANDFIRE,,,,
3378,Quercus michauxii,0.001484997,,US_LANDFIRE,,,,
3378,Quercus nigra,0.042841105,,US_LANDFIRE,,,,
3378,Quercus phellos,0.033980858,,US_LANDFIRE,,,,
3378,Quercus stellata,0.138488429,,US_LANDFIRE,,,,
3378,Quercus velutina,0.008590247,,US_LANDFIRE,,,,
3378,Taxodium distichum,0.004273808,,US_LANDFIRE,,,,
3378,Tilia americana,0.002174207,,US_LANDFIRE,,,,
3378,Ulmus alata,0.048162938,,US_LANDFIRE,,,,
3378,Ulmus americana,0.019084702,,US_LANDFIRE,,,,
3379,Acer rubrum,0.083174749,,US_LANDFIRE,,,,
3379,Carya,0.021083564,,US_LANDFIRE,,,,
3379,Cornus florida,0.043105356,,US_LANDFIRE,,,,
3379,Fagus grandifolia,0.021986387,,US_LANDFIRE,,,,
3379,Liquidambar styraciflua,0.106081661,,US_LANDFIRE,,,,
3379,Nyssa sylvatica,0.028978837,,US_LANDFIRE,,,,
3379,Pinus taeda,0.392816364,,US_LANDFIRE,,,,
3379,Pinus virginiana,0.031227042,,US_LANDFIRE,,,,
3379,Prunus serotina,0.016613707,,US_LANDFIRE,,,,
3379,Quercus alba,0.047982368,,US_LANDFIRE,,,,
3379,Quercus bicolor,0.003124474,,US_LANDFIRE,,,,
3379,Quercus falcata,0.022499757,,US_LANDFIRE,,,,
3379,Quercus phellos,0.00654989,,US_LANDFIRE,,,,
3379,Quercus rubra,0.104559254,,US_LANDFIRE,,,,
3379,Quercus stellata,0.010134627,,US_LANDFIRE,,,,
3379,Quercus velutina,0.058833943,,US_LANDFIRE,,,,
3379,Tsuga canadensis,0.00124802,,US_LANDFIRE,,,,
3380,Acer rubrum,0.023127325,,US_LANDFIRE,,,,
3380,Carya aquatica,0.015521811,,US_LANDFIRE,,,,
3380,Fraxinus pennsylvanica,0.011283096,,US_LANDFIRE,,,,
3380,Liquidambar styraciflua,0.007536452,,US_LANDFIRE,,,,
3380,Liriodendron tulipifera,0.015495912,,US_LANDFIRE,,,,
3380,Magnolia virginiana,0.081502456,,US_LANDFIRE,,,,
3380,Nyssa aquatica,0.155261272,,US_LANDFIRE,,,,
3380,Nyssa sylvatica,0.186581144,,US_LANDFIRE,,,,
3380,Nyssa sylvatica,0.040910935,,US_LANDFIRE,,,,
3380,Pinus elliottii,0.379481513,,US_LANDFIRE,,,,
3380,Pinus palustris,0.005007036,,US_LANDFIRE,,,,
3380,Prunus serotina,0.00330637,,US_LANDFIRE,,,,
3380,Quercus lyrata,0.017714547,,US_LANDFIRE,,,,
3380,Quercus nigra,0.041886444,,US_LANDFIRE,,,,
3380,UNKNOWN Tree,0.015383686,,US_LANDFIRE,,,,
3381,Carya tomentosa,0.023719064,,US_LANDFIRE,,,,
3381,Cornus florida,0.007973244,,US_LANDFIRE,,,,
3381,Diospyros virginiana,0.01529097,,US_LANDFIRE,,,,
3381,Fraxinus pennsylvanica,0.040334448,,US_LANDFIRE,,,,
3381,Gleditsia triacanthos,0.007946488,,US_LANDFIRE,,,,
3381,Liquidambar styraciflua,0.132829431,,US_LANDFIRE,,,,
3381,Nyssa sylvatica,0.001525084,,US_LANDFIRE,,,,
3381,Quercus alba,0.138555184,,US_LANDFIRE,,,,
3381,Quercus falcata,0.054729097,,US_LANDFIRE,,,,
3381,Quercus falcata,0.008615385,,US_LANDFIRE,,,,
3381,Quercus lyrata,0.070327759,,US_LANDFIRE,,,,
3381,Quercus nigra,0.023063545,,US_LANDFIRE,,,,
3381,Quercus phellos,0.269311037,,US_LANDFIRE,,,,
3381,Quercus rubra,0.015906355,,US_LANDFIRE,,,,
3381,Quercus stellata,0.064401338,,US_LANDFIRE,,,,
3381,Quercus velutina,0.024615385,,US_LANDFIRE,,,,
3381,Salix,0.023919732,,US_LANDFIRE,,,,
3381,Taxodium distichum,0.037337793,,US_LANDFIRE,,,,
3381,Ulmus alata,0.031839465,,US_LANDFIRE,,,,
3381,Ulmus americana,0.007759197,,US_LANDFIRE,,,,
3382,Acer rubrum,0.009226159,,US_LANDFIRE,,,,
3382,Carya,0.030721007,,US_LANDFIRE,,,,
3382,Gordonia lasianthus,0.026081642,,US_LANDFIRE,,,,
3382,Liquidambar styraciflua,0.03657607,,US_LANDFIRE,,,,
3382,Magnolia grandiflora,0.008319314,,US_LANDFIRE,,,,
3382,Magnolia virginiana,0.015863211,,US_LANDFIRE,,,,
3382,Morus,0.007675323,,US_LANDFIRE,,,,
3382,Nyssa sylvatica,0.155471296,,US_LANDFIRE,,,,
3382,Persea borbonia,0.015587215,,US_LANDFIRE,,,,
3382,Pinus elliottii,0.113000736,,US_LANDFIRE,,,,
3382,Pinus serotina,0.007787036,,US_LANDFIRE,,,,
3382,Pinus taeda,0.291011723,,US_LANDFIRE,,,,
3382,Prunus serotina,0.017276049,,US_LANDFIRE,,,,
3382,Quercus falcata,0.026843918,,US_LANDFIRE,,,,
3382,Quercus falcata,0.007662181,,US_LANDFIRE,,,,
3382,Quercus laurifolia,0.043219693,,US_LANDFIRE,,,,
3382,Quercus nigra,0.090868468,,US_LANDFIRE,,,,
3382,Quercus phellos,0.007557039,,US_LANDFIRE,,,,
3382,Quercus virginiana,0.080610609,,US_LANDFIRE,,,,
3382,Sassafras albidum,0.000867417,,US_LANDFIRE,,,,
3382,UNKNOWN Tree,0.007773893,,US_LANDFIRE,,,,
3383,Acacia berlandieri,0.000303373,,US_LANDFIRE,,,,
3383,Acacia constricta,4.20E-08,,US_LANDFIRE,,,,
3383,Acacia greggii,2.07E-08,,US_LANDFIRE,,,,
3383,Acacia rigidula,1.02E-08,,US_LANDFIRE,,,,
3383,Acer rubrum,3.95E-08,,US_LANDFIRE,,,,
3383,Asimina triloba,2.56E-08,,US_LANDFIRE,,,,
3383,Berchemia scandens,1.53E-06,,US_LANDFIRE,,,,
3383,Betula nigra,3.67E-08,,US_LANDFIRE,,,,
3383,Bumelia lanuginosa,0.001380121,,US_LANDFIRE,,,,
3383,Carpinus caroliniana,2.33E-06,,US_LANDFIRE,,,,
3383,Carya,5.55E-08,,US_LANDFIRE,,,,
3383,Carya illinoinensis,0.004111389,,US_LANDFIRE,,,,
3383,Celtis,0.002046479,,US_LANDFIRE,,,,
3383,Celtis laevigata,0.001131614,,US_LANDFIRE,,,,
3383,Celtis lindheimeri,0.003098907,,US_LANDFIRE,,,,
3383,Celtis occidentalis,5.29E-06,,US_LANDFIRE,,,,
3383,Cercis canadensis,2.01E-06,,US_LANDFIRE,,,,
3383,Cornus,4.62E-05,,US_LANDFIRE,,,,
3383,Cornus amomum,3.79E-08,,US_LANDFIRE,,,,
3383,Cornus florida,5.17E-06,,US_LANDFIRE,,,,
3383,Corylus,6.01E-08,,US_LANDFIRE,,,,
3383,Crataegus,0.005056708,,US_LANDFIRE,,,,
3383,Desmanthus,0.000922736,,US_LANDFIRE,,,,
3383,Desmanthus illinoensis,0.000338995,,US_LANDFIRE,,,,
3383,Diospyros,0.000104564,,US_LANDFIRE,,,,
3383,Diospyros virginiana,8.43E-07,,US_LANDFIRE,,,,
3383,Fraxinus pennsylvanica,6.54E-11,,US_LANDFIRE,,,,
3383,Gleditsia triacanthos,3.61E-08,,US_LANDFIRE,,,,
3383,Heteropogon contortus,0.04042303,,US_LANDFIRE,,,,
3383,Ilex coriacea,3.12E-05,,US_LANDFIRE,,,,
3383,Ilex glabra,2.33E-06,,US_LANDFIRE,,,,
3383,Ilex opaca,9.33E-06,,US_LANDFIRE,,,,
3383,Ilex vomitoria,0.005674832,,US_LANDFIRE,,,,
3383,Juniperus,2.01E-06,,US_LANDFIRE,,,,
3383,Juniperus deppeana,2.83E-09,,US_LANDFIRE,,,,
3383,Juniperus monosperma,4.19E-08,,US_LANDFIRE,,,,
3383,Juniperus virginiana,1.22E-08,,US_LANDFIRE,,,,
3383,Liquidambar styraciflua,7.07E-08,,US_LANDFIRE,,,,
3383,Lycium,2.34E-08,,US_LANDFIRE,,,,
3383,Maclura pomifera,7.08E-05,,US_LANDFIRE,,,,
