EcoTypeID,VegID,treeSpecfrac,EcoTypeDescription,Domain,,,,
2364,Erythrina caffra,0.01112,,SCAQMD,,,,
2364,Eucalyptus,0.0003858,,SCAQMD,,,,
2364,Eucalyptus camaldulensis,0.05256,,SCAQMD,,,,
2364,Eucalyptus citriodora,0.01008,,SCAQMD,,,,
2364,Eucalyptus ficifolia,0.02197,,SCAQMD,,,,
2364,Eucalyptus globulus,0.0001929,,SCAQMD,,,,
2364,Eucalyptus leucoxylon,0.005575,,SCAQMD,,,,
2364,Eucalyptus nicholii,0.01128,,SCAQMD,,,,
2364,Eucalyptus polyanthemos,0.01645,,SCAQMD,,,,
2364,Eucalyptus robusta,0.005702,,SCAQMD,,,,
2364,Eucalyptus rudis,0.02166,,SCAQMD,,,,
2364,Eucalyptus sideroxylon,0.02003,,SCAQMD,,,,
2364,Ficus benjamina,0.003234,,SCAQMD,,,,
2364,Ficus carica,0.0001929,,SCAQMD,,,,
2364,Ficus elastica,0.006688,,SCAQMD,,,,
2364,Ficus macrophylla,0.005522,,SCAQMD,,,,
2364,Ficus retusa,0.0133,,SCAQMD,,,,
2364,Ficus rubiginosa,0.02969,,SCAQMD,,,,
2364,Fraxinus uhdei,0.005994,,SCAQMD,,,,
2364,Grevillea robusta,0.003177,,SCAQMD,,,,
2364,Handroanthus,0.001736,,SCAQMD,,,,
2364,Heteromeles arbutifolia,0.001691,,SCAQMD,,,,
2364,Howea forsteriana,0.03846,,SCAQMD,,,,
2364,Hymenosporum flavum,0.0004598,,SCAQMD,,,,
2364,Ilex cornuta,0.002635,,SCAQMD,,,,
2364,Jacaranda mimosifolia,0.01341,,SCAQMD,,,,
2364,Juniperus californica,0.003177,,SCAQMD,,,,
2364,Lagerstroemia indica,0.0005787,,SCAQMD,,,,
2364,Leptospermum laevigatum,0.001905,,SCAQMD,,,,
2364,Liquidambar styraciflua,0.0009525,,SCAQMD,,,,
2364,Lyonothamnus floribundus,0.0003858,,SCAQMD,,,,
2364,Magnolia grandiflora,0.005628,,SCAQMD,,,,
2364,Malus,0.001112,,SCAQMD,,,,
2364,Melaleuca leucadendra,0.01702,,SCAQMD,,,,
2364,Melaleuca linariifolia,0.0004598,,SCAQMD,,,,
2364,Melaleuca nesophila,0.002278,,SCAQMD,,,,
2364,Melaleuca styphelioides,0.003251,,SCAQMD,,,,
2364,Metasequoia glyptostroboides,0.0001929,,SCAQMD,,,,
2364,Metrosideros excelsa,0.02681,,SCAQMD,,,,
2364,Myoporum laetum,0.01176,,SCAQMD,,,,
2364,Nerium oleander,0.03211,,SCAQMD,,,,
2364,Nyssa sylvatica,0.007767,,SCAQMD,,,,
2364,Olea europaea,0.005213,,SCAQMD,,,,
2364,Phoenix canariensis,0.06312,,SCAQMD,,,,
2364,Phoenix dactylifera,0.03481,,SCAQMD,,,,
2364,Pinus canariensis,0.0262,,SCAQMD,,,,
2364,Pinus densiflora,0.0006526,,SCAQMD,,,,
2364,Pinus eldarica,0.0003858,,SCAQMD,,,,
2364,Pinus halepensis,0.06585,,SCAQMD,,,,
2364,Pinus pinea,0.004836,,SCAQMD,,,,
2364,Pinus thunbergii,0.01015,,SCAQMD,,,,
2364,Pinus torreyana,0.0498,,SCAQMD,,,,
2364,Pittosporum tobira,0.0001929,,SCAQMD,,,,
2364,Pittosporum undulatum,0.0001929,,SCAQMD,,,,
2364,Platanus hybrida,0.002196,,SCAQMD,,,,
2364,Platanus racemosa,0.01581,,SCAQMD,,,,
2364,Podocarpus henkelii,0.006034,,SCAQMD,,,,
2364,Podocarpus henkelii,0.006034,,SCAQMD,,,,
2364,Populus nigra,0.0007061,,SCAQMD,,,,
2364,Prunus,0.004909,,SCAQMD,,,,
2364,Pyrus calleryana,0.006706,,SCAQMD,,,,
2364,Quercus agrifolia,0.003481,,SCAQMD,,,,
2364,Rhus lancea,0.002085,,SCAQMD,,,,
2364,Robinia pseudoacacia,0.002085,,SCAQMD,,,,
2364,Schefflera,0.0009195,,SCAQMD,,,,
2364,Schinus molle,0.05147,,SCAQMD,,,,
2364,Schinus polygamus,0.001392,,SCAQMD,,,,
2364,Schinus terebinthifolius,0.01075,,SCAQMD,,,,
2364,Strelitzia nicolai,0.001305,,SCAQMD,,,,
2364,Syzygium australe,0.0003858,,SCAQMD,,,,
2364,Thuja plicata,0.007582,,SCAQMD,,,,
2364,Tristania conferta,0.0006526,,SCAQMD,,,,
2364,Ulmus americana,0.001199,,SCAQMD,,,,
2364,Ulmus parvifolia,0.01805,,SCAQMD,,,,
2364,Ulmus pumila,0.0007061,,SCAQMD,,,,
2364,Washingtonia filifera,0.05846,,SCAQMD,,,,
2364,Washingtonia robusta,0.009606,,SCAQMD,,,,
2364,Yucca aloifolia,0.0004598,,SCAQMD,,,,
2368,Acacia melanoxylon,0.001192,,SCAQMD,,,,
2368,Acer palmatum,0.0002548,,SCAQMD,,,,
2368,Acer palmatum,0.0002548,,SCAQMD,,,,
2368,Acer saccharinum,0.0001069,,SCAQMD,,,,
2368,Afrocarpus gracilior,0.00679,,SCAQMD,,,,
2368,Afrocarpus macrophyllus,0.005606,,SCAQMD,,,,
2368,Araucaria heterophylla,0.0022,,SCAQMD,,,,
2368,Archontophoenix cunninghamiana,0.0148,,SCAQMD,,,,
2368,Bauhinia blakeana,0.008253,,SCAQMD,,,,
2368,Betula pendula,0.0002548,,SCAQMD,,,,
2368,Brachychiton populneus,0.001566,,SCAQMD,,,,
2368,Calocedrus decurrens,0.0003914,,SCAQMD,,,,
2368,Carya illinoinensis,0.000528,,SCAQMD,,,,
2368,Caryota urens,0.0003914,,SCAQMD,,,,
2368,Cassia leptophylla,0.02511,,SCAQMD,,,,
2368,Cassia splendida,0.0005097,,SCAQMD,,,,
2368,Casuarina stricta,0.000949,,SCAQMD,,,,
2368,Cedrus deodara,0.0002548,,SCAQMD,,,,
2368,Ceiba speciosa,0.0009194,,SCAQMD,,,,
2368,Ceratonia siliqua,0.000528,,SCAQMD,,,,
2368,Cercis canadensis,0.01169,,SCAQMD,,,,
2368,Chitalpa tashkentensis,0.001274,,SCAQMD,,,,
2368,Cinnamomum camphora,0.004733,,SCAQMD,,,,
2368,Citrus limon,0.0002548,,SCAQMD,,,,
2368,Cocculus laurifolius,0.0007828,,SCAQMD,,,,
2368,Corymbia citriodora,0.01148,,SCAQMD,,,,
2368,Corymbia ficifolia,0.002112,,SCAQMD,,,,
2368,Corymbia maculata,0.0006645,,SCAQMD,,,,
2368,Cupaniopsis anacardioides,0.04881,,SCAQMD,,,,
2368,Cupressus sempervirens,0.003523,,SCAQMD,,,,
2368,Eriobotrya deflexa,0.004412,,SCAQMD,,,,
2368,Erythrina caffra,0.0003914,,SCAQMD,,,,
2368,Eucalyptus camaldulensis,0.001857,,SCAQMD,,,,
2368,Eucalyptus polyanthemos,0.01725,,SCAQMD,,,,
2368,Eucalyptus sideroxylon,0.0002548,,SCAQMD,,,,
2368,Ficus,0.0002138,,SCAQMD,,,,
2368,Ficus benjamina,0.002437,,SCAQMD,,,,
2368,Ficus elastica,0.0001069,,SCAQMD,,,,
2368,Ficus microcarpa,0.005908,,SCAQMD,,,,
2368,Fraxinus uhdei,0.003031,,SCAQMD,,,,
2368,Fraxinus velutina,0.002758,,SCAQMD,,,,
2368,Geijera parviflora,0.01321,,SCAQMD,,,,
2368,Ginkgo biloba,0.0003914,,SCAQMD,,,,
2368,Gleditsia triacanthos,0.0002548,,SCAQMD,,,,
2368,Grevillea robusta,0.0003914,,SCAQMD,,,,
2368,Handroanthus chrysotrichus,0.000528,,SCAQMD,,,,
2368,Hymenosporum flavum,0.001126,,SCAQMD,,,,
2368,Ilex,0.0003618,,SCAQMD,,,,
2368,Jacaranda mimosifolia,0.03015,,SCAQMD,,,,
2368,Juglans,0.0003914,,SCAQMD,,,,
2368,Juniperus,0.000528,,SCAQMD,,,,
2368,Juniperus chinensis,0.007045,,SCAQMD,,,,
2368,Koelreuteria bipinnata,0.001056,,SCAQMD,,,,
2368,Koelreuteria paniculata,0.0001069,,SCAQMD,,,,
2368,Lagerstroemia indica,0.0532,,SCAQMD,,,,
2368,Lagerstroemia indica,0.001604,,SCAQMD,,,,
2368,Ligustrum japonicum,0.001857,,SCAQMD,,,,
2368,Ligustrum lucidum,0.001274,,SCAQMD,,,,
2368,Liquidambar styraciflua,0.03643,,SCAQMD,,,,
2368,Lophostemon confertus,0.02653,,SCAQMD,,,,
2368,Magnolia grandiflora,0.03487,,SCAQMD,,,,
2368,Melaleuca citrina,0.006651,,SCAQMD,,,,
2368,Melaleuca quinquenervia,0.003707,,SCAQMD,,,,
2368,Melaleuca viminalis,0.01568,,SCAQMD,,,,
2368,Metrosideros excelsa,0.01121,,SCAQMD,,,,
2368,Morus alba,0.0007828,,SCAQMD,,,,
2368,Myoporum laetum,0.0002548,,SCAQMD,,,,
2368,Nerium oleander,0.001566,,SCAQMD,,,,
2368,Olea europaea,0.007052,,SCAQMD,,,,
2368,Persea americana,0.0007828,,SCAQMD,,,,
2368,Phoenix canariensis,0.003031,,SCAQMD,,,,
2368,Phoenix dactylifera,0.000528,,SCAQMD,,,,
2368,Phoenix roebelenii,0.00223,,SCAQMD,,,,
2368,Photinia x fraseri,0.001008,,SCAQMD,,,,
2368,Pinus,0.002223,,SCAQMD,,,,
2368,Pinus,0.002223,,SCAQMD,,,,
2368,Pinus canariensis,0.08245,,SCAQMD,,,,
2368,Pinus eldarica,0.006982,,SCAQMD,,,,
2368,Pinus halepensis,0.08791,,SCAQMD,,,,
2368,Pinus pinea,0.002248,,SCAQMD,,,,
2368,Pinus radiata,0.002455,,SCAQMD,,,,
2368,Pinus thunbergii,0.001038,,SCAQMD,,,,
2368,Pinus torreyana,0.0002138,,SCAQMD,,,,
2368,Pittosporum undulatum,0.001566,,SCAQMD,,,,
2368,Platanus racemosa,0.004756,,SCAQMD,,,,
2368,Platanus x hispanica,0.04691,,SCAQMD,,,,
2368,Prunus campanulata,0.002393,,SCAQMD,,,,
2368,Prunus caroliniana,0.0007828,,SCAQMD,,,,
2368,Prunus cerasifera,0.002557,,SCAQMD,,,,
2368,Psidium guajava,0.0003914,,SCAQMD,,,,
2368,Punica granatum,0.001174,,SCAQMD,,,,
2368,Pyrus calleryana,0.04498,,SCAQMD,,,,
2368,Pyrus calleryana,0.0002548,,SCAQMD,,,,
2368,Pyrus kawakamii,0.01685,,SCAQMD,,,,
2368,Quercus agrifolia,0.0009194,,SCAQMD,,,,
2368,Quercus ilex,0.002485,,SCAQMD,,,,
2368,Robinia pseudoacacia,0.001839,,SCAQMD,,,,
2368,Schinus molle,0.01484,,SCAQMD,,,,
2368,Schinus terebinthifolius,0.0508,,SCAQMD,,,,
2368,Sequoia sempervirens,0.0006645,,SCAQMD,,,,
2368,Syagrus romanzoffianum,0.05966,,SCAQMD,,,,
2368,Syzygium paniculatum,0.001636,,SCAQMD,,,,
2368,Tipuana tipu,0.001773,,SCAQMD,,,,
2368,Trachycarpus fortunei,0.002567,,SCAQMD,,,,
2368,Triadica sebifera,0.01607,,SCAQMD,,,,
2368,Ulmus parvifolia,0.01959,,SCAQMD,,,,
2368,Ulmus pumila,0.01984,,SCAQMD,,,,
2368,Washingtonia filifera,0.004556,,SCAQMD,,,,
2368,Washingtonia robusta,0.01139,,SCAQMD,,,,
2368,Yucca gloriosa,0.003268,,SCAQMD,,,,
2400,Acacia farnesiana,0.0006,Austin,Texas,,,,
2400,Acer negundo,0.007,Austin,Texas,,,,
2400,Albizia julibrissin,0.0001,Austin,Texas,,,,
2400,Arbutus xalapensis,0.0002,Austin,Texas,,,,
2400,Betula nigra,0.00002,Austin,Texas,,,,
2400,Broussonetia papyrifera,0.007,Austin,Texas,,,,
2400,Carya illinoinensis,0.039,Austin,Texas,,,,
2400,Celtis laevigata,0.042,Austin,Texas,,,,
2400,Celtis occidentalis,0.01,Austin,Texas,,,,
2400,Cercis canadensis,0.0004,Austin,Texas,,,,
2400,Cornus drummondii,0.00003,Austin,Texas,,,,
2400,Diospyros texana,0.002,Austin,Texas,,,,
2400,Eriobotrya japonica,0.0002,Austin,Texas,,,,
2400,Ficus carica,0.0009,Austin,Texas,,,,
2400,Fraxinus berlandieriana,0.005,Austin,Texas,,,,
2400,Fraxinus pennsylvanica,0.016,Austin,Texas,,,,
2400,Fraxinus texensis,0.004,Austin,Texas,,,,
2400,Fraxinus velutina,0.007,Austin,Texas,,,,
2400,Ilex vomitoria,0.0006,Austin,Texas,,,,
2400,Juglans nigra,0.004,Austin,Texas,,,,
2400,Juniperus ashei,0.331,Austin,Texas,,,,
2400,Juniperus virginiana,0.002,Austin,Texas,,,,
2400,Koelreuteria paniculata,0.0002,Austin,Texas,,,,
2400,Lagerstroemia indica,0.009,Austin,Texas,,,,
2400,Ligustrum japonicum,0.002,Austin,Texas,,,,
2400,Ligustrum lucidum,0.007,Austin,Texas,,,,
2400,Ligustrum sinense,0.009,Austin,Texas,,,,
2400,Magnolia grandiflora,0.0003,Austin,Texas,,,,
2400,Melia azedarach,0.01,Austin,Texas,,,,
2400,Morus alba,0.0006,Austin,Texas,,,,
2400,Morus rubra,0.0006,Austin,Texas,,,,
2400,Parkinsonia aculeata,0.0001,Austin,Texas,,,,
2400,Pinus taeda,0.003,Austin,Texas,,,,
2400,Pistacia chinensis,0.001,Austin,Texas,,,,
2400,Platanus occidentalis,0.008,Austin,Texas,,,,
2400,Populus deltoides,0.007,Austin,Texas,,,,
2400,Prosopis glandulosa,0.019,Austin,Texas,,,,
2400,Prunus,0.0001,Austin,Texas,,,,
2400,Prunus laurocerasus,0.00001,Austin,Texas,,,,
2400,Pyrus calleryana,0.0004,Austin,Texas,,,,
2400,Quercus buckleyi,0.037,Austin,Texas,,,,
2400,Quercus fusiformis,0.002,Austin,Texas,,,,
2400,Quercus macrocarpa,0.0001,Austin,Texas,,,,
2400,Quercus muehlenbergii,0.0006,Austin,Texas,,,,
2400,Quercus nigra,0.0009,Austin,Texas,,,,
2400,Quercus polymorpha,0.0003,Austin,Texas,,,,
2400,Quercus shumardii,0.01,Austin,Texas,,,,
2400,Quercus sinuata,0.0014,Austin,Texas,,,,
2400,Quercus stellata,0.01,Austin,Texas,,,,
2400,Quercus texana,0.01,Austin,Texas,,,,
2400,Quercus virginiana,0.264,Austin,Texas,,,,
2400,Rhus lanceolata,0.00004,Austin,Texas,,,,
2400,Sapindus saponaria,0.0006,Austin,Texas,,,,
2400,Sideroxylon lanuginosum,0.001,Austin,Texas,,,,
2400,Sophora secundiflora,0.0006,Austin,Texas,,,,
2400,Taxodium distichum,0.0006,Austin,Texas,,,,
2400,Thrinax radiata,0.001,Austin,Texas,,,,
2400,Triadica sebifera,0.003,Austin,Texas,,,,
2400,Ulmus alata,0.001,Austin,Texas,,,,
2400,Ulmus americana,0.005,Austin,Texas,,,,
2400,Ulmus crassifolia,0.094,Austin,Texas,,,,
2400,Ulmus parvifolia,0.0001,Austin,Texas,,,,
2400,Ulmus rubra,0.0004,Austin,Texas,,,,
2401,Acer negundo,0.01,Houston,Texas,,,,
2401,Betula nigra,0.0005,Houston,Texas,,,,
2401,Carpinus caroliniana,0.0008,Houston,Texas,,,,
2401,Carya aquatica,0.0017,Houston,Texas,,,,
2401,Carya glabra,0.0008,Houston,Texas,,,,
2401,Carya illinoinensis,0.075,Houston,Texas,,,,
2401,Catalpa,0.002,Houston,Texas,,,,
2401,Catalpa bignonioides,0.0003,Houston,Texas,,,,
2401,Celtis laevigata,0.051,Houston,Texas,,,,
2401,Celtis occidentalis,0.0069,Houston,Texas,,,,
2401,Cephalanthus occidentalis,0.00008,Houston,Texas,,,,
2401,Citrus sinensis,0.001,Houston,Texas,,,,
2401,Crataegus,0.001,Houston,Texas,,,,
2401,Cupressus,0.0011,Houston,Texas,,,,
2401,Cupressus sempervirens,0.0002,Houston,Texas,,,,
2401,Diospyros virginiana,0.0008,Houston,Texas,,,,
2401,Ficus carica,0.00004,Houston,Texas,,,,
2401,Fraxinus,0.0011,Houston,Texas,,,,
2401,Fraxinus americana,0.0037,Houston,Texas,,,,
2401,Fraxinus berlandieriana,0.0061,Houston,Texas,,,,
2401,Fraxinus caroliniana,0.0022,Houston,Texas,,,,
2401,Fraxinus pennsylvanica,0.054,Houston,Texas,,,,
2401,Fraxinus velutina,0.0042,Houston,Texas,,,,
2401,Gleditsia triacanthos,0.00005,Houston,Texas,,,,
2401,Ilex opaca,0.0011,Houston,Texas,,,,
2401,Ilex vomitoria,0.013,Houston,Texas,,,,
2401,Juniperus pinchotii,0.0003,Houston,Texas,,,,
2401,Juniperus virginiana,0.0014,Houston,Texas,,,,
2401,Lagerstroemia indica,0.015,Houston,Texas,,,,
2401,Ligustrum amurense,0.0002,Houston,Texas,,,,
2401,Ligustrum japonicum,0.02,Houston,Texas,,,,
2401,Ligustrum sinense,0.0016,Houston,Texas,,,,
2401,Liquidambar styraciflua,0.029,Houston,Texas,,,,
2401,Magnolia grandiflora,0.0048,Houston,Texas,,,,
2401,Melia azedarach,0.018,Houston,Texas,,,,
2401,Morus alba,0.018,Houston,Texas,,,,
2401,Morus rubra,0.0016,Houston,Texas,,,,
2401,Nyssa sylvatica,0.002,Houston,Texas,,,,
2401,Ostrya virginiana,0.0003,Houston,Texas,,,,
2401,Phoenix dactylifera,0.0023,Houston,Texas,,,,
2401,Pinus echinata,0.0024,Houston,Texas,,,,
2401,Pinus elliottii,0.0006,Houston,Texas,,,,
2401,Pinus palustris,0.0014,Houston,Texas,,,,
2401,Pinus taeda,0.107,Houston,Texas,,,,
2401,Planera aquatica,0.0004,Houston,Texas,,,,
2401,Platanus mexicana,0.0055,Houston,Texas,,,,
2401,Platanus occidentalis,0.0083,Houston,Texas,,,,
2401,Poncirus trifoliata,0.0002,Houston,Texas,,,,
2401,Prunus serotina,0.0004,Houston,Texas,,,,
2401,Pyrus calleryana,0.0017,Houston,Texas,,,,
2401,Pyrus communis,0.0002,Houston,Texas,,,,
2401,Quercus alba,0.0051,Houston,Texas,,,,
2401,Quercus falcata,0.033,Houston,Texas,,,,
2401,Quercus laurifolia,0.0028,Houston,Texas,,,,
2401,Quercus lyrata,0.002,Houston,Texas,,,,
2401,Quercus nigra,0.1,Houston,Texas,,,,
2401,Quercus pagoda,0.012,Houston,Texas,,,,
2401,Quercus phellos,0.038,Houston,Texas,,,,
2401,Quercus shumardii,0.0077,Houston,Texas,,,,
2401,Quercus stellata,0.045,Houston,Texas,,,,
2401,Quercus virginiana,0.123,Houston,Texas,,,,
2401,Sabal mexicana,0.0036,Houston,Texas,,,,
2401,Sabal palmetto,0.0004,Houston,Texas,,,,
2401,Salix nigra,0.01,Houston,Texas,,,,
2401,Samanea saman,0.0027,Houston,Texas,,,,
2401,Sideroxylon lanuginosum,0.0003,Houston,Texas,,,,
2401,Taxodium distichum,0.0025,Houston,Texas,,,,
2401,Tilia americana,0.0007,Houston,Texas,,,,
2401,Triadica sebifera,0.084,Houston,Texas,,,,
2401,Ulmus,0.0002,Houston,Texas,,,,
2401,Ulmus alata,0.0072,Houston,Texas,,,,
2401,Ulmus americana,0.028,Houston,Texas,,,,
2401,Ulmus crassifolia,0.0054,Houston,Texas,,,,
2401,Ulmus parvifolia,0.0028,Houston,Texas,,,,
2401,Ulmus rubra,0.0019,Houston,Texas,,,,
2401,Vaccinium arboreum,0.00003,Houston,Texas,,,,
2401,Zanthoxylum clava-herculis,0.0004,Houston,Texas,,,,
2402,Acacia farnesiana,0.017,San Antonio,Texas,,,,
2402,Acacia greggii,0.0023,San Antonio,Texas,,,,
2402,Ailanthus altissima,0.0022,San Antonio,Texas,,,,
2402,Arecaceae,0.0005,San Antonio,Texas,,,,
2402,Baccharis halimifolia,0.0003,San Antonio,Texas,,,,
2402,Carya illinoinensis,0.033,San Antonio,Texas,,,,
2402,Carya texana,0.02,San Antonio,Texas,,,,
2402,Celtis laevigata,0.084,San Antonio,Texas,,,,
2402,Celtis occidentalis,0.0003,San Antonio,Texas,,,,
2402,Citrus,0.0001,San Antonio,Texas,,,,
2402,Condalia hookeri,0.01,San Antonio,Texas,,,,
2402,Cupressus sempervirens,0.0001,San Antonio,Texas,,,,
2402,Cyathea tenera,0.0007,San Antonio,Texas,,,,
2402,Cycas circinalis,0.0014,San Antonio,Texas,,,,
2402,Diospyros texana,0.0097,San Antonio,Texas,,,,
2402,Ehretia anacua,0.0003,San Antonio,Texas,,,,
2402,Eriobotrya japonica,0.0019,San Antonio,Texas,,,,
2402,Fraxinus pennsylvanica,0.0013,San Antonio,Texas,,,,
2402,Fraxinus velutina,0.019,San Antonio,Texas,,,,
2402,Juglans microcarpa,0.0027,San Antonio,Texas,,,,
2402,Juglans nigra,0.0033,San Antonio,Texas,,,,
2402,Juniperus ashei,0.221,San Antonio,Texas,,,,
2402,Lagerstroemia indica,0.012,San Antonio,Texas,,,,
2402,Ligustrum japonicum,0.013,San Antonio,Texas,,,,
2402,Ligustrum lucidum,0.0002,San Antonio,Texas,,,,
2402,Ligustrum sinense,0.0004,San Antonio,Texas,,,,
2402,Maclura pomifera,0.0016,San Antonio,Texas,,,,
2402,Magnolia grandiflora,0.0014,San Antonio,Texas,,,,
2402,Malus,0.0004,San Antonio,Texas,,,,
2402,Melia azedarach,0.019,San Antonio,Texas,,,,
2402,Morus alba,0.0006,San Antonio,Texas,,,,
2402,Morus rubra,0.0033,San Antonio,Texas,,,,
2402,Parkinsonia aculeata,0.0003,San Antonio,Texas,,,,
2402,Pistacia chinensis,0.0016,San Antonio,Texas,,,,
2402,Prosopis glandulosa,0.091,San Antonio,Texas,,,,
2402,Prunus persica,0.0004,San Antonio,Texas,,,,
2402,Prunus serotina,0.0003,San Antonio,Texas,,,,
2402,Pyrus calleryana,0.0042,San Antonio,Texas,,,,
2402,Quercus buckleyi,0.0055,San Antonio,Texas,,,,
2402,Quercus fusiformis,0.0045,San Antonio,Texas,,,,
2402,Quercus havardii,0.0023,San Antonio,Texas,,,,
2402,Quercus laceyi,0.0079,San Antonio,Texas,,,,
2402,Quercus macrocarpa,0.0015,San Antonio,Texas,,,,
2402,Quercus marilandica,0.012,San Antonio,Texas,,,,
2402,Quercus shumardii,0.0063,San Antonio,Texas,,,,
2402,Quercus sinuata,0.0045,San Antonio,Texas,,,,
2402,Quercus stellata,0.02,San Antonio,Texas,,,,
2402,Quercus texana,0.0045,San Antonio,Texas,,,,
2402,Quercus virginiana,0.237,San Antonio,Texas,,,,
2402,Salix nigra,0.011,San Antonio,Texas,,,,
2402,Sapindus saponaria,0.0002,San Antonio,Texas,,,,
2402,Sideroxylon lanuginosum,0.00007,San Antonio,Texas,,,,
2402,Sophora affinis,0.0002,San Antonio,Texas,,,,
2402,Sophora secundiflora,0.011,San Antonio,Texas,,,,
2402,Triadica sebifera,0.0027,San Antonio,Texas,,,,
2402,Ulmus americana,0.0025,San Antonio,Texas,,,,
2402,Ulmus crassifolia,0.084,San Antonio,Texas,,,,
2402,Ungnadia speciosa,0.00003,San Antonio,Texas,,,,
2402,Washingtonia robusta,0.0015,San Antonio,Texas,,,,
2403,Acacia,0.001,CTCOG,Texas,,,,
2403,Carya illinoinensis,0.18,CTCOG,Texas,,,,
2403,Celtis,0.04,CTCOG,Texas,,,,
2403,Diospyros,0.007,CTCOG,Texas,,,,
2403,Fraxinus,0.08,CTCOG,Texas,,,,
2403,Ilex vomitoria,0.001,CTCOG,Texas,,,,
2403,Juniperus,0.1,CTCOG,Texas,,,,
2403,Lagerstroemia indica,0.001,CTCOG,Texas,,,,
2403,Ligustrum,0.002,CTCOG,Texas,,,,
2403,Liquidambar styraciflua,0.008,CTCOG,Texas,,,,
2403,Magnolia,0.005,CTCOG,Texas,,,,
2403,Melia azedarach,0.001,CTCOG,Texas,,,,
2403,Nyssa,0.001,CTCOG,Texas,,,,
2403,Pinus,0.007,CTCOG,Texas,,,,
2403,Platanus,0.024,CTCOG,Texas,,,,
2403,Populus,0.003,CTCOG,Texas,,,,
2403,Prosopis,0.03,CTCOG,Texas,,,,
2403,Prunus serotina,0.001,CTCOG,Texas,,,,
2403,Quercus Iso,0.37,CTCOG,Texas,,,,
2403,Triadica sebifera,0.018,CTCOG,Texas,,,,
2403,Ulmus,0.12,CTCOG,Texas,,,,
2404,Asimina triloba,0.005,HOTCOG,Texas,,,,
2404,Bambusoideae,0.005,HOTCOG,Texas,,,,
2404,Carya illinoinensis,0.214,HOTCOG,Texas,,,,
2404,Catalpa,0.002,HOTCOG,Texas,,,,
2404,Celtis,0.071,HOTCOG,Texas,,,,
2404,Diospyros,0.006,HOTCOG,Texas,,,,
2404,Fraxinus,0.045,HOTCOG,Texas,,,,
2404,Ilex vomitoria,0.001,HOTCOG,Texas,,,,
2404,Juniperus,0.06,HOTCOG,Texas,,,,
2404,Lagerstroemia indica,0.01,HOTCOG,Texas,,,,
2404,Ligustrum,0.005,HOTCOG,Texas,,,,
2404,Liquidambar styraciflua,0.005,HOTCOG,Texas,,,,
2404,Magnolia,0.002,HOTCOG,Texas,,,,
2404,Morus,0.01,HOTCOG,Texas,,,,
2404,Pinus,0.006,HOTCOG,Texas,,,,
2404,Platanus,0.005,HOTCOG,Texas,,,,
2404,Populus,0.005,HOTCOG,Texas,,,,
2404,Prosopis,0.01,HOTCOG,Texas,,,,
2404,Quercus,0.335,HOTCOG,Texas,,,,
2404,Salix,0.005,HOTCOG,Texas,,,,
2404,Taxodium,0.001,HOTCOG,Texas,,,,
2404,Triadica sebifera,0.022,HOTCOG,Texas,,,,
2404,Ulmus,0.17,HOTCOG,Texas,,,,
2405,Carya illinoinensis,0.04,ETCOG,Texas,,,,
2405,Celtis,0.04,ETCOG,Texas,,,,
2405,Diospyros,0.02,ETCOG,Texas,,,,
2405,Fraxinus,0.035,ETCOG,Texas,,,,
2405,Juniperus,0.002,ETCOG,Texas,,,,
2405,Lagerstroemia indica,0.01,ETCOG,Texas,,,,
2405,Ligustrum,0.01,ETCOG,Texas,,,,
2405,Liquidambar styraciflua,0.04,ETCOG,Texas,,,,
2405,Magnolia,0.01,ETCOG,Texas,,,,
2405,Melia azedarach,0.001,ETCOG,Texas,,,,
2405,Pinus,0.22,ETCOG,Texas,,,,
2405,Platanus,0.004,ETCOG,Texas,,,,
2405,Populus,0.01,ETCOG,Texas,,,,
2405,Prosopis,0.002,ETCOG,Texas,,,,
2405,Quercus,0.41,ETCOG,Texas,,,,
2405,Salix,0.001,ETCOG,Texas,,,,
2405,Triadica sebifera,0.02,ETCOG,Texas,,,,
2405,Ulmus,0.125,ETCOG,Texas,,,,
2406,acer,0.1391,Ogden,WASATCH,,,,
2406,aesculus,0.0011,Ogden,WASATCH,,,,
2406,ailanthus,0.0152,Ogden,WASATCH,,,,
2406,Artemisia,0.0026,Ogden,WASATCH,,,,
2406,Betula,0.0113,Ogden,WASATCH,,,,
2406,Buxus,0.0003,Ogden,WASATCH,,,,
2406,catalpa,0.011,Ogden,WASATCH,,,,
2406,Celtis,0.0012,Ogden,WASATCH,,,,
2406,cercis,0.0038,Ogden,WASATCH,,,,
2406,Crataegus,0.0003,Ogden,WASATCH,,,,
2406,elaeagnus,0.0166,Ogden,WASATCH,,,,
2406,fraxinus,0.092,Ogden,WASATCH,,,,
2406,ginkgo,0.0003,Ogden,WASATCH,,,,
2406,gleditsia,0.0648,Ogden,WASATCH,,,,
2406,juglans,0.0024,Ogden,WASATCH,,,,
2406,juniperus,0.0176,Ogden,WASATCH,,,,
2406,koelreuteria,0.0065,Ogden,WASATCH,,,,
2406,ligustrum,0.0003,Ogden,WASATCH,,,,
2406,liriodendron,0.001,Ogden,WASATCH,,,,
2406,malus,0.0475,Ogden,WASATCH,,,,
2406,morus,0.0057,Ogden,WASATCH,,,,
2406,picea,0.0796,Ogden,WASATCH,,,,
